id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
484,Max Lowe,43,DEF,Sheffield Utd,50.0,2,3,2023-08-25T14:00:09.439172Z,0.0,0.01,0,,0,191,0.0,0.01,False,0,0.7,11.0,0.0,11,a,-0.5,0.01,550,Lowe,0,135,0,2,129,4,100,100.0,20,0,142,1.9,6646,578,0,1.45,2.62,29.4,0,0.00,0.0,137,0,-0.2,1143,124,0.01,,0,2,,392,138,1.45,301,,387,0,-2,201,0,505,361,2.0,1.5,0.0,4.2,0.0,352,0,0
485,Oliver McBurnie,54,FWD,Sheffield Utd,50.0,5,14,2023-10-22T23:30:08.385626Z,1.5,2.62,0,,1,27,0.0,0.81,False,0,2.6,67.8,0.38,38,d,0.5,0.55,559,McBurnie,0,24,0,1,26,22,30,50.0,77,0,20,2.1,6495,117,0,1.05,10.02,101.2,1,1.82,0.3,23,0,0.5,3474,430,0.17,Groin Injury - 50% chance of playing,1,11,,55,34,2.3,208,1.0,134,0,-1,78,1,222,183,172.0,2.3,0.0,34.1,0.0,226,1,0
486,Iliman Ndiaye,55,FWD,Sheffield Utd,0.0,0,0,2023-08-02T07:28:59.550053Z,0.0,0.00,0,,0,88,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,669,Ndiaye,0,89,0,0,89,0,89,0.0,1,0,89,0.0,2113,109,0,0.0,0.00,0.0,0,0.00,0.0,89,0,0.0,0,0,0.0,Permanent transfer to Marseille,0,0,,730,32,0.0,730,,731,0,0,91,0,720,731,0.0,0.0,0.0,0.0,0.0,731,0,0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,0.0,0,0,2023-08-06T23:30:06.150503Z,0.0,0.00,0,,0,128,0.1,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,381,Norrington-Davies,0,167,0,1,164,437,163,0.0,345,0,155,0.0,8592,738,0,0.0,0.00,0.0,0,0.00,0.0,166,0,0.0,12745,0,0.0,Lack of match fitness - Unknown return date,0,0,,433,238,0.0,485,,480,0,-1,143,0,405,457,0.0,0.0,0.0,0.0,0.0,474,0,0
488,Oliver Norwood,48,MID,Sheffield Utd,100.0,10,26,2023-08-06T23:30:06.165508Z,3.8,1.78,0,1.0,1,29,0.0,0.78,False,0,5.4,173.7,0.1,149,a,3.3,0.18,518,Norwood,0,35,0,2,43,316,85,100.0,149,2,101,2.13,4430,281,0,1.02,20.78,205.8,3,1.00,0.8,55,0,3.3,5054,880,0.08,,3,25,1.0,176,181,2.56,196,2.0,89,0,-2,181,0,60,57,61.0,2.4,0.0,44.1,0.0,94,0,0
489,Ben Osborn,48,MID,Sheffield Utd,100.0,3,7,2023-08-27T23:00:07.645002Z,0.8,0.30,0,,0,135,0.0,0.18,False,0,1.5,37.0,0.04,28,a,0.3,0.1,647,Osborn,0,153,0,2,145,4,196,100.0,10,1,187,1.74,2605,291,0,0.99,5.31,29.8,2,0.12,0.2,163,0,0.3,689,274,0.06,,0,5,,367,191,1.64,410,,358,0,-2,259,0,284,269,7.0,1.0,0.0,7.2,0.0,350,0,0
490,William Osula,43,FWD,Sheffield Utd,100.0,3,5,2023-09-13T01:00:07.758026Z,0.2,0.35,0,,0,44,1.0,0.06,False,0,1.2,6.0,0.11,-3,a,-0.3,0.13,177,Osula,0,52,0,2,49,16479,42,100.0,2837,1,49,2.33,155568,604,0,1.15,6.06,1.0,2,0.29,0.0,51,0,-0.3,103592,234,0.02,,0,3,,285,96,1.15,343,,414,0,-2,28,0,349,378,21.0,1.2,0.0,2.5,0.0,444,0,0
576,Jack Robinson,44,DEF,Sheffield Utd,,11,10,,1.0,0.84,0,,0,80,0.1,0.33,False,0,2.3,50.4,0.04,153,a,0.5,0.07,428,Robinson,0,30,0,1,64,96,147,,81,1,50,2.21,8340,482,0,0.96,25.34,209.0,3,0.51,0.2,46,0,0.5,5781,1034,0.03,,0,31,,206,94,2.7,448,,166,0,-1,165,0,244,226,46.0,0.8,0.0,30.6,0.0,88,1,0
587,Anis Slimane,47,MID,Sheffield Utd,100.0,1,3,2023-08-18T23:30:05.917352Z,0.5,0.21,0,,0,151,0.0,0.09,False,0,0.6,8.6,0.1,7,a,0.0,0.18,604,Slimane,0,196,0,3,187,11,221,100.0,33,1,170,2.99,4735,332,0,0.83,3.59,4.2,2,0.12,0.1,193,0,0.0,449,108,0.08,,0,6,,337,216,5.0,457,,415,0,-3,232,0,320,371,12.0,0.6,0.0,2.4,0.0,427,0,0
592,Yasser Larouci,43,DEF,Sheffield Utd,,1,4,,0.0,0.19,0,,0,200,0.0,0.02,False,0,0.9,2.8,0.07,25,a,-0.5,0.08,509,Larouci,0,127,0,2,142,11,146,,49,0,76,2.84,3391,596,0,0.41,6.90,36.2,0,0.17,0.0,130,0,-0.5,882,219,0.01,,0,7,,252,152,2.88,447,,360,0,-2,196,0,517,389,31.0,0.8,0.0,7.0,0.0,334,0,0
593,Bénie Traoré,52,FWD,Sheffield Utd,,3,9,,0.2,0.67,0,,0,50,0.0,0.40,False,0,1.7,42.3,0.08,7,a,-0.3,0.19,538,T.Bénie,0,44,0,3,39,57,39,,98,0,46,2.66,11295,163,0,0.84,9.55,20.4,0,0.27,0.0,45,0,-0.3,6930,323,0.11,,0,9,,259,42,2.51,310,,337,0,-3,75,0,374,251,29.0,1.5,0.0,9.0,0.0,376,0,0
638,Vini de Souza Costa,50,MID,Sheffield Utd,100.0,11,20,2023-08-10T15:30:07.083501Z,1.5,0.25,0,,0,100,0.0,0.09,False,0,4.0,31.3,0.02,107,a,1.0,0.03,624,Vini Souza,0,49,0,0,151,38,131,100.0,32,1,116,2.3,1474,202,0,1.07,23.69,172.2,2,0.16,0.3,103,0,1.0,1458,928,0.01,,1,29,,222,126,2.81,286,,209,0,0,245,0,217,283,42.0,1.7,0.0,24.4,0.0,124,0,0
653,Femi Seriki,40,DEF,Sheffield Utd,,0,0,,0.0,0.00,0,,0,166,0.1,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,455,Seriki,0,200,0,0,197,56,196,,74,0,190,0.0,3363,683,0,0.0,0.00,0.0,0,0.00,0.0,199,0,-0.5,4465,0,0.0,,0,0,,497,205,0.0,546,,541,0,0,178,0,472,519,0.0,0.0,0.0,0.0,0.0,535,0,0
654,Louie Marsh,45,FWD,Sheffield Utd,0.0,0,0,2023-09-01T21:50:15.739167Z,0.0,0.00,0,,0,77,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,572,Marsh,0,77,0,0,79,0,81,0.0,32,0,79,0.0,4488,452,0,0.0,0.00,0.0,0,0.00,0.0,79,0,0.0,3568,0,0.0,Season-long loan to Doncaster Rovers,0,0,,660,84,0.0,681,,679,0,0,81,0,638,669,0.0,0.0,0.0,0.0,0.0,673,0,0
655,Andre Brooks,45,MID,Sheffield Utd,,0,2,,0.0,0.01,0,,0,256,0.0,0.01,False,0,0.4,1.0,0.0,6,a,-0.5,0.05,543,Brooks,0,201,0,0,203,49,186,,60,0,201,0.57,3531,457,0,0.0,0.12,2.8,0,0.00,0.0,204,0,-0.5,4330,19,0.05,,0,1,,401,266,4.74,396,,438,0,0,196,0,642,406,2.0,1.0,0.0,0.6,0.0,435,0,0
656,Antwoine Hackford,45,FWD,Sheffield Utd,,0,2,,0.0,0.00,0,,0,69,0.1,0.00,False,0,0.4,0.3,0.0,5,a,-0.5,0.0,436,Hackford,0,69,0,0,54,230,47,,148,0,71,0.98,7331,431,0,0.0,0.12,0.0,0,0.00,0.0,71,0,-0.5,9093,11,0.0,,0,1,,641,76,8.18,391,,661,0,0,63,0,619,422,0.0,1.0,0.0,0.0,0.0,655,0,0
663,Gustavo Hamer,50,MID,Sheffield Utd,75.0,11,33,2023-11-04T19:30:09.559157Z,1.8,2.29,0,,2,85,0.2,0.93,False,0,6.6,229.6,0.14,128,a,1.3,0.23,318,Hamer,0,56,0,0,30,139,58,100.0,874,2,72,2.0,33883,190,0,1.1,20.01,155.0,2,1.36,0.4,46,1,1.0,47699,902,0.09,,2,21,2.0,118,119,2.1,137,,72,0,0,96,0,188,37,99.0,3.0,0.0,48.3,0.1,142,0,1
666,Tom Davies,50,MID,Sheffield Utd,0.0,0,2,2023-10-06T11:00:10.190930Z,0.0,0.13,0,,0,296,0.0,0.04,False,0,0.4,13.0,0.14,-2,i,0.0,0.2,709,T.Davies,0,191,0,0,183,6,219,0.0,8,0,184,3.96,395,187,0,0.0,2.51,6.4,1,0.09,0.0,192,0,0.0,273,57,0.06,Thigh injury - Unknown return date,0,5,,363,116,7.89,454,,410,0,0,296,0,695,357,8.0,0.7,0.0,2.8,0.0,419,0,0
693,Luke Thomas,40,DEF,Sheffield Utd,,8,7,,1.0,0.68,0,,0,79,0.1,0.17,False,0,1.8,50.5,0.06,73,a,0.5,0.08,435,Thomas,0,88,0,0,63,329,142,,135,2,37,2.07,3842,659,0,1.0,16.50,106.6,1,0.51,0.2,69,0,0.5,8552,717,0.02,,0,22,,179,189,2.76,443,,227,0,0,169,0,243,225,60.0,0.8,0.0,21.8,0.0,214,0,0
730,Ryan Oné,45,MID,Sheffield Utd,,0,1,,0.2,0.00,0,,0,169,0.0,0.00,False,0,0.2,0.3,0.0,3,a,-0.3,0.0,727,Oné,0,278,0,0,211,21,187,,15,0,276,16.46,86,464,0,0.0,1.28,0.0,0,0.00,0.0,282,0,-0.3,229,7,0.0,,0,2,,667,270,25.71,398,,684,0,0,308,0,357,423,0.0,1.0,0.0,0.0,0.0,678,0,0
731,Jili Buyabu,40,DEF,Sheffield Utd,,0,0,,0.0,0.00,0,,0,182,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,673,Buyabu,0,216,0,0,213,60,212,,41,0,206,0.0,240,708,0,0.0,0.00,0.0,0,0.00,0.0,215,0,-0.5,658,0,0.0,,0,0,,519,224,0.0,568,,563,0,0,229,0,494,541,0.0,0.0,0.0,0.0,0.0,557,0,0
450,Brennan Johnson,58,MID,Spurs,100.0,6,23,2023-09-24T22:30:07.995996Z,3.5,1.86,0,,1,41,0.4,0.49,False,0,4.0,62.7,0.27,62,a,3.5,0.37,254,Johnson,0,99,0,2,113,6630,79,100.0,861,9,61,1.46,64128,78,0,1.19,7.34,83.0,1,1.37,0.6,95,1,3.5,41538,452,0.1,,1,8,,99,48,1.59,180,,193,0,-2,83,0,77,195,124.0,2.6,0.0,26.9,0.2,249,1,0
491,Brandon Austin,39,GKP,Spurs,,0,0,,0.0,0.00,0,,0,37,0.2,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,315,Austin,0,39,0,1,22,312,39,,172,0,15,0.0,10948,730,0,0.0,0.00,0.0,0,0.00,0.0,39,0,0.0,6540,0,0.0,,0,0,,427,81,0.0,480,,475,0,-1,49,0,399,452,0.0,0.0,0.0,0.0,0.0,469,0,0
492,Rodrigo Bentancur,54,MID,Spurs,100.0,0,2,2023-07-05T16:30:03.838788Z,0.5,0.64,0,,0,161,0.0,0.01,False,0,0.4,14.4,0.99,1,a,0.5,1.01,567,Bentancur,0,182,0,1,180,349,220,100.0,211,0,168,5.83,1373,121,0,0.0,3.69,9.8,1,0.63,0.1,183,0,0.5,2739,57,0.02,,0,6,,335,76,9.47,455,,395,0,-1,212,0,334,348,13.0,0.7,0.0,3.5,0.0,405,0,0
493,Yves Bissouma,50,MID,Spurs,100.0,11,17,2023-11-12T20:00:09.383503Z,1.8,1.73,0,4.0,0,87,0.4,1.04,False,0,3.4,121.7,0.07,127,s,0.0,0.18,246,Bissouma,0,37,0,0,75,440,144,0.0,2809,2,68,1.73,75719,200,0,1.11,17.08,200.0,5,0.69,0.4,59,4,1.8,77489,888,0.11,Suspended until 03 Dec,0,12,,110,124,1.22,309,,94,0,0,80,1,190,103,105.0,1.5,0.0,42.6,0.41,98,0,0
494,Bryan Gil Salvatierra,49,MID,Spurs,100.0,0,2,2023-08-04T11:00:04.405468Z,0.5,0.00,0,,0,158,0.0,0.00,False,0,0.4,2.0,0.0,4,a,0.5,0.0,675,Bryan,0,301,0,1,198,61,205,100.0,35,1,298,6.81,739,263,0,0.0,1.21,0.0,0,0.00,0.1,214,0,0.5,705,16,0.0,,0,3,,701,167,16.88,422,,454,0,-1,274,0,329,396,0.0,1.0,0.0,0.2,0.0,707,0,0
495,Ben Davies,43,DEF,Spurs,100.0,2,9,2023-11-02T14:30:08.810066Z,0.5,0.65,0,,0,98,0.4,0.03,False,0,2.1,6.5,0.31,44,a,0.5,0.33,252,Davies,0,109,0,2,136,880,99,100.0,412,1,104,1.48,54114,577,0,1.01,2.92,68.8,0,0.62,0.1,119,0,0.5,15862,178,0.02,,0,2,,313,137,1.01,300,,335,0,-2,98,0,301,375,16.0,1.5,0.0,9.1,0.0,272,1,0
496,Eric Dier,42,DEF,Spurs,,1,0,,0.0,0.03,0,,0,185,0.6,0.03,False,0,0.0,0.9,0.0,18,a,0.0,0.02,215,Dier,0,129,0,3,150,1948,215,,900,1,141,3.62,77450,608,0,0.62,5.87,34.2,0,0.00,0.0,140,0,0.0,26961,146,0.02,,0,6,,391,158,3.7,572,,391,0,-3,80,0,498,407,2.0,0.0,0.0,3.7,0.0,337,0,0
497,Emerson Leite de Souza Junior,44,DEF,Spurs,,2,14,,0.5,0.51,0,,1,104,0.9,0.44,False,0,3.2,26.5,0.02,79,a,0.5,0.14,184,E.Royal,0,73,0,1,103,1417,96,,1972,0,95,2.45,162513,529,0,0.55,8.86,123.6,1,0.07,0.1,91,0,0.5,146845,325,0.12,,1,9,,294,118,2.49,293,,270,0,-1,72,0,309,305,19.0,1.6,0.0,17.1,0.0,180,0,0
498,Fraser Forster,39,GKP,Spurs,100.0,0,0,2023-08-11T16:00:08.821890Z,0.0,0.00,0,,0,27,2.2,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,128,Forster,0,29,0,1,10,1429,29,100.0,1286,0,3,0.0,185786,711,0,0.0,0.00,0.0,0,0.00,0.0,29,0,0.0,28581,0,0.0,,0,0,,410,69,0.0,465,,460,0,-1,18,0,383,435,0.0,0.0,0.0,0.0,0.0,454,0,0
499,Pierre-Emile Højbjerg,52,MID,Spurs,,2,11,,1.5,0.54,0,,0,102,0.3,0.40,False,0,2.1,37.9,0.04,63,a,1.5,0.14,284,Højbjerg,0,96,0,3,144,533,210,,496,2,131,2.01,44455,153,0,0.48,8.39,87.2,3,0.15,0.3,128,1,1.5,12025,376,0.1,,0,7,,251,95,1.68,427,,280,0,-3,90,0,219,265,32.0,1.0,0.0,15.7,0.24,243,0,0
500,Harry Kane,125,FWD,Spurs,0.0,0,0,2023-08-12T09:23:00.234032Z,0.0,0.00,0,,0,96,0.6,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,210,Kane,0,96,0,0,96,0,96,0.0,197,0,96,0.0,319446,3,0,0.0,0.00,0.0,0,0.00,0.0,96,0,0.0,565,0,0.0,Transferred to Bayern Munich,0,0,,743,2,0.0,742,,743,0,0,35,0,739,743,0.0,0.0,0.0,0.0,0.0,743,0,0
501,Dejan Kulusevski,70,MID,Spurs,,12,46,,3.8,3.24,0,,3,37,2.0,2.00,False,0,6.6,332.2,0.11,171,a,3.8,0.28,130,Kulusevski,0,29,0,0,12,8758,42,,6105,2,9,1.36,244829,33,0,1.04,15.71,220.8,1,1.25,0.5,9,5,3.8,280684,1041,0.17,,3,10,2.0,15,18,0.86,84,,12,0,0,38,0,69,16,348.0,3.8,0.0,90.2,0.43,78,0,0
502,Hugo Lloris,48,GKP,Spurs,,0,0,,0.0,0.00,0,,0,84,0.6,0.00,False,0,0.0,0.0,0.0,0,a,0.0,0.0,213,Lloris,0,84,0,2,79,527,84,,971,0,77,0.0,57454,274,0,0.0,0.00,0.0,0,0.00,0.0,84,0,0.0,23293,0,0.0,,0,0,,678,9,0.0,692,,690,0,-2,29,0,660,685,0.0,0.0,0.0,0.0,0.0,687,0,0
503,Giovani Lo Celso,48,MID,Spurs,100.0,0,3,2023-09-01T13:00:09.098062Z,0.5,0.10,0,,0,154,0.0,0.02,False,0,0.6,14.9,0.18,14,a,0.5,0.23,510,Lo Celso,0,177,0,2,177,96,198,100.0,67,1,174,4.66,11426,297,0,0.0,2.02,13.0,0,0.08,0.1,180,0,0.5,2303,39,0.05,,0,2,,345,195,4.62,412,,388,0,-2,175,0,325,342,11.0,1.0,0.0,3.9,0.0,391,0,0
504,James Maddison,79,MID,Spurs,0.0,11,63,2023-11-06T23:30:09.609885Z,4.0,5.91,1,2.0,3,28,16.7,3.11,False,0,8.0,451.0,0.29,230,i,0.0,0.61,17,Maddison,0,7,0,-4,2,735,6,0.0,549830,0,11,1.23,3895333,14,0,1.12,12.06,330.0,2,2.80,0.5,3,5,0.0,4214873,882,0.32,Ankle injury - Expected back 14 Jan,6,8,1.0,19,8,0.82,11,2.0,5,-1,4,7,0,57,3,316.0,5.7,0.0,109.6,0.51,18,6,0
505,Tanguy Ndombélé Alvaro,44,MID,Spurs,0.0,0,0,2023-09-07T15:49:59.768785Z,0.0,0.00,0,,0,200,0.2,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,310,Ndombele,0,225,0,1,226,0,234,0.0,325,0,220,0.0,47590,524,0,0.0,0.00,0.0,0,0.00,0.0,230,0,0.0,12864,0,0.0,On loan to Galatasaray with an option to buy for €15m,0,0,,569,291,0.0,605,,599,0,-1,95,0,549,583,0.0,0.0,0.0,0.0,0.0,592,0,0
506,Pedro Porro,52,DEF,Spurs,,11,45,,3.2,2.65,0,1.0,0,21,13.0,1.80,False,0,8.7,227.5,0.08,258,a,3.2,0.24,28,Pedro Porro,0,16,0,-2,6,50904,11,,12035,5,35,1.5,523690,161,0,1.0,16.42,246.0,1,0.85,0.6,6,4,3.2,1554665,987,0.16,,4,13,3.0,171,16,1.19,55,,58,0,2,9,0,85,38,63.0,4.1,0.0,53.7,0.36,54,3,0
507,Ivan Perišić,47,DEF,Spurs,0.0,0,6,2023-09-20T12:30:08.524991Z,0.0,0.92,0,,0,229,0.9,0.80,False,0,1.3,71.2,0.11,34,i,0.0,0.84,190,Perišić,0,125,0,3,45,31,117,0.0,1287,0,81,1.32,282048,311,0,0.0,1.44,41.6,2,0.12,0.0,103,0,0.0,58212,98,0.73,Knee injury - Expected back 01 Jun,0,1,,265,37,0.92,348,,294,0,-3,75,0,652,173,27.0,1.2,0.0,14.0,0.0,326,1,0
509,Richarlison de Andrade,67,MID,Spurs,0.0,7,30,2023-11-10T14:00:11.486279Z,2.2,3.43,0,,1,67,1.2,0.71,False,0,4.5,97.8,0.46,49,i,0.0,0.58,164,Richarlison,0,65,0,3,92,64,60,0.0,9293,0,18,1.18,504391,42,0,1.18,7.00,130.0,2,2.72,0.3,47,3,0.0,219632,535,0.12,Pelvic - Expected back 07 Dec,0,4,,32,25,0.67,141,2.0,73,0,-3,54,0,142,131,255.0,3.0,0.0,48.3,0.5,172,3,0
510,Joe Rodon,40,DEF,Spurs,0.0,0,0,2023-08-11T10:47:30.310788Z,0.0,0.00,0,,0,147,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,453,Rodon,0,183,0,0,181,0,179,0.0,56,0,172,0.0,13185,647,0,0.0,0.00,0.0,0,0.00,0.0,183,0,0.0,0,0,0.0,Season long loan to Leeds United,0,0,,467,181,0.0,517,,513,0,0,176,0,441,491,0.0,0.0,0.0,0.0,0.0,506,0,0
511,Cristian Romero,50,DEF,Spurs,0.0,11,44,2023-11-06T23:30:09.651871Z,2.0,1.34,0,,2,48,12.3,0.56,False,0,8.8,64.3,0.08,215,s,0.0,0.14,31,Romero,0,8,1,-5,51,652,14,0.0,153983,0,32,1.92,1247915,198,0,1.16,18.27,278.4,2,0.78,0.4,22,4,0.0,2168698,855,0.06,Suspended until 07 Dec,7,11,,165,26,1.16,63,,97,0,5,10,1,161,188,67.0,4.0,0.0,41.1,0.42,31,0,1
512,Davinson Sánchez,44,DEF,Spurs,0.0,0,0,2023-09-07T15:50:57.233998Z,0.0,0.15,0,,0,205,0.1,0.03,False,0,0.0,5.0,0.14,9,u,0.0,0.18,433,Sánchez,0,143,0,1,139,0,223,0.0,72,0,139,2.39,14279,500,0,0.0,2.02,17.0,1,0.12,0.0,146,0,0.0,2363,76,0.04,Permanent transfer to Galatasaray,0,2,,385,102,2.37,596,,413,0,-1,167,0,536,380,4.0,0.0,0.0,2.6,0.0,382,0,0
513,Pape Matar Sarr,46,MID,Spurs,,11,36,,3.0,2.59,0,,1,47,3.4,0.86,False,0,7.8,190.9,0.19,171,a,3.0,0.28,98,Sarr,0,40,0,-1,39,10954,57,,8263,3,30,1.25,333290,349,0,1.19,11.48,191.6,3,1.73,0.7,34,4,3.0,542932,829,0.09,,2,7,,48,222,0.76,134,,49,0,1,27,0,92,50,189.0,3.0,0.0,57.4,0.43,106,2,0
514,Ryan Sessegnon,44,DEF,Spurs,0.0,0,0,2023-07-12T00:30:03.648310Z,0.0,0.00,0,,0,206,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,693,Sessegnon,0,226,0,1,226,10,224,0.0,13,0,224,0.0,881,502,0,0.0,0.00,0.0,0,0.00,0.0,226,0,0.0,507,0,0.0,Hamstring injury - Unknown return date,0,0,,560,103,0.0,597,,591,0,-1,233,0,538,574,0.0,0.0,0.0,0.0,0.0,584,0,0
515,Oliver Skipp,46,MID,Spurs,,1,7,,0.5,0.02,0,,0,148,0.1,0.02,False,0,1.5,24.2,0.0,34,a,0.5,0.01,420,Skipp,0,168,0,4,163,171,188,,212,0,189,2.8,20156,340,0,0.52,5.39,19.0,1,0.00,0.1,176,0,0.5,5591,173,0.01,,0,6,,373,220,3.12,400,,382,0,-4,134,0,315,316,6.0,1.0,0.0,4.6,0.0,379,0,0
516,Son Heung-min,97,MID,Spurs,100.0,12,82,2023-09-29T13:30:09.441382Z,7.0,6.67,0,3.0,8,5,40.5,2.12,True,0,8.5,251.5,0.42,253,a,7.0,0.62,6,Son,0,3,0,-7,23,59356,2,100.0,107246,2,5,1.53,1066462,5,0,1.11,16.58,356.8,0,4.55,0.7,7,4,7.0,4418524,976,0.2,,11,14,,10,3,1.29,3,1.0,9,0,7,3,0,9,29,381.0,6.8,0.0,98.7,0.37,8,1,2
517,Djed Spence,40,DEF,Spurs,0.0,0,0,2023-08-31T08:53:56.855071Z,0.0,0.00,0,,0,150,0.2,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,299,Spence,0,185,0,0,183,0,181,0.0,290,0,174,0.0,42748,653,0,0.0,0.00,0.0,0,0.00,0.0,185,0,0.0,6594,0,0.0,Season-long loan to Leeds United,0,0,,472,184,0.0,522,,518,0,0,115,0,447,496,0.0,0.0,0.0,0.0,0.0,511,0,0
518,Japhet Tanganga,40,DEF,Spurs,0.0,0,0,2023-09-01T15:33:02.832710Z,0.0,0.00,0,,0,143,0.4,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,262,Tanganga,0,180,0,0,178,0,176,0.0,442,0,169,0.0,61112,642,0,0.0,0.00,0.0,0,0.00,0.0,180,0,0.0,11423,0,0.0,Season-long loan to Augsburg,0,0,,463,177,0.0,513,,509,0,0,102,0,436,487,0.0,0.0,0.0,0.0,0.0,502,0,0
519,Destiny Udogie,48,DEF,Spurs,0.0,10,29,2023-11-14T11:30:10.284463Z,-0.8,1.06,0,,0,241,10.4,0.82,False,0,6.0,104.2,0.03,137,d,-0.6,0.12,37,Udogie,0,44,0,-3,23,6894,50,75.0,28749,0,17,2.0,1599464,308,0,1.15,17.38,163.0,3,0.24,-0.2,32,3,0.0,2337799,782,0.09,Muscle injury - 75% chance of playing,4,12,,134,36,1.38,146,,122,0,3,12,1,743,125,86.0,2.9,0.0,35.3,0.35,129,2,1
520,Guglielmo Vicario,52,GKP,Spurs,,12,47,,2.8,0.00,0,,0,10,8.1,0.00,False,39,9.0,0.0,0.0,251,a,2.8,0.0,47,Vicario,0,8,0,-2,84,10763,7,,17179,1,83,1.56,338942,157,0,1.0,18.71,332.4,2,0.00,0.5,8,4,2.8,947092,1080,0.0,,5,15,,720,4,1.25,68,,144,0,2,8,0,109,723,0.0,3.9,3.25,33.2,0.33,17,0,1
521,Alfie Whiteman,39,GKP,Spurs,0.0,0,0,2023-08-11T16:00:08.892883Z,0.0,0.00,0,,0,34,0.2,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,305,Whiteman,0,36,0,1,19,966,36,0.0,403,0,12,0.0,16088,725,0,0.0,0.00,0.0,0,0.00,0.0,36,0,0.0,10803,0,0.0,Ankle injury - Unknown return date,0,0,,423,78,0.0,476,,471,0,-1,45,0,395,448,0.0,0.0,0.0,0.0,0.0,465,0,0
583,Manor Solomon,51,MID,Spurs,0.0,2,14,2023-10-06T15:30:09.250334Z,0.0,1.16,1,,0,302,0.1,0.75,False,0,2.7,144.3,0.19,53,i,0.0,0.53,425,Solomon,0,107,0,4,56,11,68,0.0,201,0,103,0.82,27511,165,0,0.92,1.79,73.4,1,0.41,0.0,91,0,0.0,18770,196,0.34,Knee injury - Expected back 09 Dec,2,2,,178,102,0.92,157,,185,-1,-4,137,0,705,76,61.0,2.8,0.0,28.0,0.0,264,2,1
639,Micky van de Ven,46,DEF,Spurs,0.0,11,43,2023-11-06T23:30:09.875820Z,2.2,0.46,1,,1,36,3.3,0.11,False,0,9.3,14.0,0.03,227,i,0.0,0.04,99,Van de Ven,0,33,0,-1,123,434,15,0.0,81537,0,75,1.3,454215,350,0,1.05,13.62,206.6,1,0.35,0.5,61,4,0.0,729137,945,0.01,Hamstring injury - Expected back 14 Jan,4,10,,250,50,0.95,67,,204,-1,1,41,0,130,351,32.0,3.9,0.0,25.4,0.38,93,0,1
640,Dane Scarlett,45,FWD,Spurs,0.0,0,0,2023-09-01T07:25:42.681391Z,0.0,0.00,0,,0,70,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,356,Scarlett,0,70,0,0,72,0,74,0.0,135,0,72,0.0,28744,432,0,0.0,0.00,0.0,0,0.00,0.0,72,0,0.0,7772,0,0.0,Season-long loan to  Ipswich Town,0,0,,642,77,0.0,665,,662,0,0,57,0,620,651,0.0,0.0,0.0,0.0,0.0,656,0,0
641,Alejo Véliz,54,FWD,Spurs,,0,2,,0.2,0.00,0,,0,51,0.1,0.00,False,0,0.4,0.6,0.0,2,a,0.2,0.0,462,Veliz,0,87,0,1,53,193,59,,224,0,87,8.01,8976,128,0,0.0,0.89,0.0,1,0.00,0.0,87,0,0.2,6521,10,0.0,,0,0,,726,35,0.0,456,,728,0,-1,70,0,377,416,0.0,0.7,0.0,0.0,0.0,728,0,0
